,x_comp,y_comp,"[Zr, Hg]","[Sc, Y]","[Ti, Hf]","[Zr, Hf]","[Ta, Nb]","[B, Er]","[Nb, Sc]"
0,0.0,0.0,1.6244701774125556,1.6244701774125556,1.6244701774125556,1.6244701774125556,1.6244701774125556,1.6244701774125556,1.6244701774125556
1,0.0,0.1,0.8626482726443421,1.2435191554586247,1.0644962777485683,1.0644962777485683,1.8715043043596333,3.621724358062339,0.5632263737437981
2,0.0,0.2,0.8025535766465782,1.6482214716195869,2.1275252767337895,2.1275252767337895,2.4517036265023227,3.5814685758530693,0.5479956595611866
3,0.0,0.3,0.9454605307264443,2.0337322175802,2.926370862618105,2.926370862618105,2.868254507710517,3.7333547388273485,0.5538976057076618
4,0.0,0.4,1.2494795207371627,2.226937513501333,3.3079990092177294,3.3079990092177294,3.16710410616411,3.8857921088757164,0.5192969898031603
5,0.0,0.5,1.4617214063823616,2.2692242418285593,3.351991770593,3.351991770593,3.3160239483143275,3.9705100154293893,0.48417146517385246
6,0.0,0.6,1.6412750173050037,2.299669623143207,3.342808688314047,3.342808688314047,3.3757349123009903,3.94330971990288,0.46137105717810023
7,0.0,0.7,1.8013729926469242,2.303256073351736,3.3242414441543473,3.3242414441543473,3.4064713475875785,3.9567750678823774,0.4739416305152001
8,0.0,0.8,1.9606435688090331,2.303992296124523,3.3155271724239634,3.3155271724239634,3.422600039371181,3.956351354045268,0.5058403439037061
9,0.1,0.0,0.510353508226033,0.5632263737437981,0.40672431473911175,0.510353508226033,0.9926845470434583,1.0014028715212884,1.8715043043596333
10,0.2,0.0,0.7546646835089664,0.5479956595611866,0.4944484875235382,0.7546646835089664,1.3700770039495123,0.8687002542455389,2.4517036265023227
11,0.3,0.0,1.2650593756813526,0.5538976057076618,0.6792581787085761,1.2650593756813526,1.7182273694402659,0.7868187328742436,2.868254507710517
12,0.4,0.0,1.6716206762371095,0.5192969898031603,0.8413838422118671,1.6716206762371095,2.0452083045241367,0.7426351728899263,3.16710410616411
13,0.5,0.0,1.914937563722163,0.48417146517385246,0.9070614423262331,1.914937563722163,2.157972465344549,0.7154154621597879,3.3160239483143275
14,0.6,0.0,2.1043865665725208,0.46137105717810023,0.9646865482949064,2.1043865665725208,2.2296806092593315,0.6928860799199292,3.3757349123009903
15,0.7,0.0,2.2079518303654693,0.4739416305152001,0.9746373634526111,2.2079518303654693,2.2625710916355857,0.6799067965066864,3.4064713475875785
16,0.8,0.0,2.2553281888591834,0.5058403439037061,0.9785282938688603,2.2553281888591834,2.3111793616621465,0.6787104821945692,3.422600039371181
17,0.1,0.1,0.7490656647473731,1.597659129902282,1.387384518703404,1.519620514119468,2.6711861520676137,3.851045607221291,3.0196762181926444
18,0.1,0.2,0.6268727373619051,1.8630012349364258,2.202541658922485,2.3515762339289146,2.9575338459307114,3.836897196186531,3.173764490982058
19,0.1,0.3,0.5884600401260404,2.052519045727508,2.8276728268078357,2.965610939276133,3.142892342830189,3.9633651731187656,3.270510622614667
20,0.1,0.4,0.6763391592913476,2.0741975323115494,3.166469131314026,3.268629755820515,3.309680852526874,4.123371714329927,3.337615405505704
21,0.1,0.5,0.740530544823721,2.142808790781286,3.341143445329977,3.380400972817575,3.4231383230786148,4.117889955691437,3.384616369228251
22,0.1,0.6,0.8191658443856712,2.180444007479484,3.354137388622856,3.369985036336784,3.5013604502865614,4.080820136117374,3.3990155390434933
23,0.1,0.7,0.9021346622518944,2.1829357972114796,3.3564072543506005,3.3675094414310545,3.5587448964834962,4.016093386000886,3.4200353195430555
24,0.2,0.1,0.5944546643905131,1.7511982627740172,1.6381581696631506,1.8690022558212918,3.0272755487828262,3.8644364186080673,3.2725784988743394
25,0.3,0.1,0.5512896258702564,1.8195623491809165,1.8485610656990374,2.2198778648501585,3.3429410964488526,3.877496759097542,3.4528513879779537
26,0.4,0.1,0.6644146300979192,1.7724699586992534,1.9852375247178475,2.469582442407005,3.410535668025226,3.918004101314243,3.5562143689103847
27,0.5,0.1,0.8138809695768925,1.7387818622986355,2.05458760623989,2.631907827330265,3.3364240891572647,3.9819039923014024,3.623053806032876
28,0.6,0.1,0.9962511038002773,1.7278826065316744,2.1273920005233453,2.7376858814766227,3.284266381053209,4.055180513020591,3.690513713185406
29,0.7,0.1,1.1669843507955397,1.7108669925417888,2.2282652162272494,2.84962772713243,3.220875770512806,4.125429259698307,3.743007695780647
30,0.2,0.2,0.6172569621373254,1.9014868956477031,2.3126531804181423,2.588719682482136,3.241073422137084,3.979440395817122,3.373533723981431
31,0.2,0.3,0.6691848743859259,1.9185337190267036,2.8104821608758432,3.0391987211690634,3.3857923246498824,4.021689473162615,3.4221810153753007
32,0.2,0.4,0.7615669845254688,1.9821094130973778,3.0715736013314996,3.224594950004513,3.4830964270830456,4.206613769121023,3.4549836338543973
33,0.2,0.5,0.8370731316540293,2.0465075059736284,3.2443210819091624,3.3420803708420905,3.5362921004124965,4.262934236219801,3.5008487824194376
34,0.2,0.6,0.9144356581382922,2.0667147287701915,3.3642181822630373,3.388032824778845,3.560061716378524,4.24274491365878,3.521479138535821
35,0.3,0.2,0.7031289085678081,1.8189020430961447,2.365379462184981,2.7442770480745544,3.457541115226722,4.0757665667702625,3.501102669245039
36,0.4,0.2,0.8136828056315485,1.7795041689327373,2.4210199422783227,2.8691959456313376,3.497106430560695,4.1210607399095505,3.5664698484585236
37,0.5,0.2,0.9032387778332525,1.7519276824677013,2.514639317720475,2.9311513586074462,3.4078662806441486,4.176631264813841,3.6358512976794337
38,0.6,0.2,0.9811607560162626,1.7201015957315042,2.6254125228392544,3.007456351876766,3.318559551113119,4.235012476564065,3.702283077243675
39,0.3,0.3,0.7720195371868963,1.8619326347709884,2.7984119723284224,3.0806677395997264,3.536676616379897,4.054316404287902,3.5219738858513177
40,0.3,0.4,0.8590367249319661,1.9172557906702592,3.0250160797773624,3.202615898976201,3.546310129751813,4.188965589464889,3.556131129414285
41,0.3,0.5,0.9292758600086568,1.961867702974999,3.1895280708689384,3.3117007755634424,3.557415081867461,4.365617487473456,3.609783969770343
42,0.4,0.3,0.8780374673096857,1.8125850879315148,2.8084764767817703,3.083974212432407,3.5377979170661873,4.084209002142499,3.5870301938965126
43,0.5,0.3,0.9606512265860887,1.7753170539550565,2.8530088905403956,3.1050413789931905,3.4393620807632383,4.109067544271391,3.6662653927802125
44,0.4,0.4,0.9427003393648233,1.8586334229063959,3.0232321341522916,3.199432637665351,3.56541471766396,4.170365574984581,3.6338880011081485
